Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-05-28;null;null;null;
2024-05-29;null;null;null;
2024-05-30;null;null;null;
2024-05-31;null;null;null;
2024-06-01;null;null;null;
2024-06-02;null;null;null;
2024-06-03;null;null;null;
2024-06-04;null;null;null;
2024-06-05;null;null;null;
2024-06-06;null;null;null;
2024-06-07;null;null;null;
2024-06-08;null;null;null;
2024-06-09;null;null;null;
2024-06-10;null;null;null;
2024-06-11;null;null;null;
2024-06-12;null;null;null;
2024-06-13;null;null;null;
2024-06-14;null;null;null;
2024-06-15;null;null;null;
2024-06-16;null;null;null;
2024-06-17;null;null;null;
2024-06-18;null;null;null;
2024-06-19;null;null;null;
2024-06-20;null;null;null;
2024-06-21;null;null;null;
2024-06-22;null;null;null;
2024-06-23;null;null;null;
2024-06-24;null;null;null;
2024-06-25;null;null;null;
2024-06-26;null;null;null;
2024-06-27;null;null;null;
2024-06-28;null;null;null;
2024-06-29;null;null;null;
2024-06-30;null;null;null;
2024-07-01;null;null;null;
2024-07-02;null;null;null;
2024-07-03;null;null;null;
2024-07-04;null;null;null;
2024-07-05;null;null;null;
2024-07-06;null;null;null;
2024-07-07;null;null;null;
2024-07-08;null;null;null;
2024-07-09;null;null;null;
2024-07-10;null;null;null;
2024-07-11;null;null;null;
2024-07-12;null;null;null;
2024-07-13;null;null;null;
2024-07-14;null;null;null;
2024-07-15;null;null;null;
2024-07-16;null;null;null;
2024-07-17;null;null;null;
2024-07-18;null;null;null;
2024-07-19;null;null;null;
2024-07-20;null;null;null;
2024-07-21;null;null;null;
2024-07-22;null;null;null;
2024-07-23;null;null;null;
2024-07-24;null;18,3;83,5;
2024-07-25;,2;19,2;81,2;
2024-07-26;,2;19,3;81;
2024-07-27;0;19,8;83,3;
2024-07-28;,2;22;77,8;
2024-07-29;0;20,6;86,5;
2024-07-30;,4;18,9;96,1;
2024-07-31;9,4;19,8;88,5;
2024-08-01;,2;19,8;86,8;
2024-08-02;,2;19,6;85,2;
2024-08-03;,2;20,1;84,5;
2024-08-04;0;22,3;83,2;
2024-08-05;,2;22;80,8;
2024-08-06;0;22,6;80,8;
2024-08-07;,4;23,5;65,6;
2024-08-08;0;22,8;73,6;
2024-08-09;0;21,1;84,5;
2024-08-10;25,6;17,4;95,8;
2024-08-11;19,2;16,6;84,1;
2024-08-12;,4;16,8;81,1;
2024-08-13;0;15,9;78,7;
2024-08-14;0;17,2;80,4;
2024-08-15;,2;18,8;83,6;
2024-08-16;0;21,1;83,5;
2024-08-17;,4;20,8;79,1;
2024-08-18;,2;21;77,9;
2024-08-19;0;21,8;75,2;
2024-08-20;0;22,8;74,3;
2024-08-21;0;22,7;78,5;
2024-08-22;,2;22,1;78,3;
2024-08-23;0;29,4;45,3;
2024-08-24;0;24,2;76,3;
2024-08-25;7,2;18,7;97;
2024-08-26;47,4;15,3;92,7;
2024-08-27;0;17;75;
2024-08-28;0;18,7;80,7;
2024-08-29;,2;18,8;82,3;
2024-08-30;,2;19,8;79;
2024-08-31;,2;20,6;80,5;
2024-09-01;0;23;82,3;
2024-09-02;0;21,8;77,1;
2024-09-03;0;22;85,5;
2024-09-04;0;22,3;85,1;
2024-09-05;,2;21,3;86,1;
2024-09-06;0;21,7;91;
2024-09-07;,2;23,6;87;
2024-09-08;0;24,2;86,3;
2024-09-09;,2;24,3;82,3;
2024-09-10;0;23,3;77,5;
2024-09-11;,2;27,6;52,4;
2024-09-12;0;28,2;49,1;
2024-09-13;0;29,4;47;
2024-09-14;0;28,6;48,9;
2024-09-15;0;22,1;85,9;
2024-09-16;0;22,5;86,3;
2024-09-17;5,4;19,2;96,8;
2024-09-18;4,2;20,5;88,9;
2024-09-19;,4;21,3;82,6;
2024-09-20;0;24;80,2;
2024-09-21;0;24,9;81,3;
2024-09-22;,4;25,1;78,3;
2024-09-23;,2;25,3;77,5;
2024-09-24;0;25,4;78,2;
2024-09-25;0;25,7;75;
2024-09-26;0;27,5;65,3;
2024-09-27;0;26,7;70,1;
2024-09-28;5,2;20,8;92,8;
2024-09-29;2;22,2;81,8;
2024-09-30;0;23;78,5;
2024-10-01;0;27;62;
2024-10-02;0;30,4;48,4;
2024-10-03;0;23,6;86,5;
2024-10-04;17,4;20,6;98,1;
2024-10-05;20;20,9;86,4;
2024-10-06;0;21,6;78,4;
2024-10-07;,2;21,4;77,6;
2024-10-08;0;21,9;80;
2024-10-09;0;21,7;90,3;
2024-10-10;10,4;21,6;97,5;
2024-10-11;1,8;24,8;79,4;
2024-10-12;1,6;27,9;65;
2024-10-13;0;23,3;84,4;
2024-10-14;3;22,2;82,2;
2024-10-15;0;22,7;77,7;
2024-10-16;0;23;79,5;
2024-10-17;,2;22,9;81,3;
2024-10-18;0;23,6;84,5;
2024-10-19;2,6;21,4;97,9;
2024-10-20;43,8;20,7;97,8;
2024-10-21;12,2;22,8;94,1;
2024-10-22;0;26,1;81,5;
2024-10-23;,2;27,2;75,9;
2024-10-24;0;25,3;87;
2024-10-25;12;27,3;77;
2024-10-26;0;27,6;75,3;
2024-10-27;14,6;21,9;92,5;
2024-10-28;2,2;21;93,7;
2024-10-29;,2;22,4;91;
2024-10-30;0;23,7;82,3;
2024-10-31;0;22,3;82,4;
2024-11-01;,8;24,1;81,7;
2024-11-02;,2;25;81,5;
2024-11-03;0;25,6;83,3;
2024-11-04;0;25;90,5;
2024-11-05;2,2;25,8;80,5;
2024-11-06;0;27,3;66,9;
2024-11-07;0;27,6;68,5;
2024-11-08;,2;27,6;69;
2024-11-09;57,6;21,8;96,2;
2024-11-10;6;21,2;90,7;
2024-11-11;0;23,6;78,9;
2024-11-12;0;25,1;78,3;
2024-11-13;13,8;21,3;97,7;
2024-11-14;22,6;20,6;93,6;
2024-11-15;6;23,1;91,1;
2024-11-16;21,4;22,8;97,4;
2024-11-17;16,2;23,1;89;
2024-11-18;1,4;25,5;81,2;
2024-11-19;0;24,5;84,4;
2024-11-20;0;25,7;83,4;
2024-11-21;15,8;23,9;94,8;
2024-11-22;8,4;22,5;89,5;
2024-11-23;5,8;21;94,1;
2024-11-24;3;21,5;85,7;
2024-11-25;,8;23;79,6;
2024-11-26;0;24,6;74;
2024-11-27;0;27,9;66,1;
2024-11-28;0;28,8;71,4;
2024-11-29;4,4;25,3;88,7;
2024-11-30;,2;26;85,6;
2024-12-01;,8;26,4;84,3;
2024-12-02;0;28,2;78,3;
2024-12-03;7,2;26,2;90;
2024-12-04;9,2;23,3;98,6;
2024-12-05;25,4;23,2;95;
2024-12-06;1,2;27,9;79,7;
2024-12-07;0;30,7;52,1;
2024-12-08;0;26,7;83,3;
2024-12-09;,4;26,7;85,8;
2024-12-10;9,8;25,7;91,8;
2024-12-11;37;22,9;89,5;
2024-12-12;1,2;23,1;83,4;
2024-12-13;1,6;24,9;81,4;
2024-12-14;0;25,5;84,1;
2024-12-15;2,4;26,9;73;
2024-12-16;,2;30,5;58,3;
2024-12-17;1;24,7;84;
2024-12-18;0;24,3;83,6;
2024-12-19;0;25,5;82;
2024-12-20;0;27,6;78,9;
2024-12-21;1,6;25,7;90,2;
2024-12-22;3,8;25,3;92;
2024-12-23;13,6;24,2;94,6;
2024-12-24;11,4;23,8;92,4;
2024-12-25;8,6;26,3;84,4;
2024-12-26;0;27,9;74;
2024-12-27;8;25,5;96,3;
2024-12-28;11,8;25,6;89,3;
2024-12-29;5;25,3;88,1;
2024-12-30;,2;24,7;92,1;
2024-12-31;16,2;24,7;84,4;

