Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-02-28;0;28,3;65,3;
2024-02-29;0;26,6;85,7;
2024-03-01;0;26,6;86,7;
2024-03-02;3;25,8;79,6;
2024-03-03;0;25,4;75,2;
2024-03-04;0;26,7;73,2;
2024-03-05;0;29,1;68,5;
2024-03-06;0;25,4;86,1;
2024-03-07;7,6;25,8;91,9;
2024-03-08;8;27,1;86,4;
2024-03-09;2;27,6;75,6;
2024-03-10;0;27;74;
2024-03-11;14,6;25,9;85,5;
2024-03-12;0;26;81,9;
2024-03-13;0;26,2;67,8;
2024-03-14;0;26,8;66,5;
2024-03-15;0;27,5;66,3;
2024-03-16;0;27,7;68,6;
2024-03-17;0;28,2;75,2;
2024-03-18;0;25,2;null;
2024-03-19;0;27,6;64,1;
2024-03-20;0;27,9;72,6;
2024-03-21;0;28,4;64,6;
2024-03-22;0;25,7;78,3;
2024-03-23;81,8;22,1;null;
2024-03-24;133,6;23,2;null;
2024-03-25;19,4;23,9;null;
2024-03-26;1,2;23,8;null;
2024-03-27;0;23,8;null;
2024-03-28;0;24,6;null;
2024-03-29;4,6;25,4;null;
2024-03-30;5;25,6;null;
2024-03-31;0;24,7;null;
2024-04-01;2;25;91,4;
2024-04-02;0;26,1;66,6;
2024-04-03;0;26,3;null;
2024-04-04;0;26;93,3;
2024-04-05;0;26,2;81,7;
2024-04-06;0;25,8;71;
2024-04-07;0;25,7;67,4;
2024-04-08;0;26,3;67,9;
2024-04-09;0;27,2;68,5;
2024-04-10;0;26,6;75,7;
2024-04-11;0;26,3;89,1;
2024-04-12;0;26,8;73,5;
2024-04-13;0;26,9;63,6;
2024-04-14;6;26;73,4;
2024-04-15;0;26,6;67,2;
2024-04-16;1,2;25,1;76,1;
2024-04-17;2;26,3;68;
2024-04-18;0;23,4;76,6;
2024-04-19;4;22,2;71,6;
2024-04-20;0;22,5;70,3;
2024-04-21;0;22,9;75,9;
2024-04-22;0;24,1;74,7;
2024-04-23;0;25,6;71;
2024-04-24;0;27,3;68,2;
2024-04-25;0;25;91,9;
2024-04-26;6;24,9;69;
2024-04-27;1,6;24,9;70,7;
2024-04-28;0;26,5;66,3;
2024-04-29;0;25,3;90,1;
2024-04-30;0;26,2;71;
2024-05-01;0;26,3;73,2;
2024-05-02;0;26,8;68,6;
2024-05-03;0;26,8;67,6;
2024-05-04;0;25,8;64,9;
2024-05-05;0;26,5;72,9;
2024-05-06;0;26,8;68;
2024-05-07;0;26,3;74,9;
2024-05-08;0;26,8;74,4;
2024-05-09;0;27;76,1;
2024-05-10;0;24,6;91,1;
2024-05-11;0;25,8;69,1;
2024-05-12;0;27,4;67,3;
2024-05-13;0;28,1;65,7;
2024-05-14;0;24,9;93,6;
2024-05-15;0;24;94,5;
2024-05-16;4,8;23,7;null;
2024-05-17;2;26,6;64,2;
2024-05-18;0;26,5;66,9;
2024-05-19;0;23,5;null;
2024-05-20;0;null;null;
2024-05-21;null;null;null;
2024-05-22;null;null;null;
2024-05-23;0;24,9;67,7;
2024-05-24;0;null;60,3;
2024-05-25;null;null;null;
2024-05-26;null;null;null;
2024-05-27;null;null;null;
2024-05-28;null;null;null;
2024-05-29;null;null;null;
2024-05-30;null;null;null;
2024-05-31;null;null;null;
2024-06-01;null;null;null;
2024-06-02;null;null;null;
2024-06-03;null;null;null;
2024-06-04;null;null;null;
2024-06-05;null;null;null;
2024-06-06;null;null;null;
2024-06-07;null;null;null;
2024-06-08;null;null;null;
2024-06-09;null;null;null;
2024-06-10;null;null;null;
2024-06-11;null;null;null;
2024-06-12;null;null;null;
2024-06-13;null;null;null;
2024-06-14;null;null;null;
2024-06-15;null;null;null;
2024-06-16;0;24,7;67,6;
2024-06-17;0;null;65,8;
2024-06-18;null;null;null;
2024-06-19;null;null;null;
2024-06-20;null;null;null;
2024-06-21;null;null;null;
2024-06-22;null;null;null;
2024-06-23;null;null;null;
2024-06-24;null;null;null;
2024-06-25;null;null;null;
2024-06-26;null;null;null;
2024-06-27;null;null;null;
2024-06-28;null;null;null;
2024-06-29;null;null;null;
2024-06-30;null;null;null;
2024-07-01;null;null;null;
2024-07-02;null;null;null;
2024-07-03;null;null;null;
2024-07-04;null;null;null;
2024-07-05;null;null;null;
2024-07-06;null;null;null;
2024-07-07;null;null;null;
2024-07-08;0;22,7;75,8;
2024-07-09;0;23,3;73,4;
2024-07-10;0;23,6;91,9;
2024-07-11;0;23,4;86,2;
2024-07-12;0;23,6;89,5;
2024-07-13;0;23,3;79,5;
2024-07-14;4;23,4;66,9;
2024-07-15;2;22,3;74,4;
2024-07-16;0;22;76,9;
2024-07-17;0;21,2;82,8;
2024-07-18;0;null;78,2;
2024-07-19;null;null;null;
2024-07-20;null;null;null;
2024-07-21;null;null;null;
2024-07-22;null;null;null;
2024-07-23;null;null;null;
2024-07-24;null;null;null;
2024-07-25;null;null;null;
2024-07-26;null;null;null;
2024-07-27;null;null;null;
2024-07-28;null;null;null;
2024-07-29;null;null;null;
2024-07-30;null;null;null;
2024-07-31;null;null;null;
2024-08-01;null;null;null;
2024-08-02;null;null;null;
2024-08-03;null;null;null;
2024-08-04;null;null;null;
2024-08-05;null;null;null;
2024-08-06;null;null;null;
2024-08-07;null;null;null;
2024-08-08;null;null;null;
2024-08-09;null;null;null;
2024-08-10;null;null;null;
2024-08-11;null;null;null;
2024-08-12;null;null;null;
2024-08-13;null;null;null;
2024-08-14;null;null;null;
2024-08-15;null;22,2;67,7;
2024-08-16;0;23,1;72,2;
2024-08-17;0;23,7;72,1;
2024-08-18;0;23,6;67,6;
2024-08-19;0;24,3;65,2;
2024-08-20;0;24,6;62,5;
2024-08-21;0;22,6;73,3;
2024-08-22;0;23,7;73,8;
2024-08-23;0;24,9;66,3;
2024-08-24;0;23,6;74,2;
2024-08-25;0;22,9;72,4;
2024-08-26;7,2;18,1;85,3;
2024-08-27;3,2;19,4;61,3;
2024-08-28;0;20,4;63,4;
2024-08-29;0;21,8;64,3;
2024-08-30;0;22,5;63,9;
2024-08-31;0;23;74,8;
2024-09-01;0;23,2;72,8;
2024-09-02;0;23,8;71,9;
2024-09-03;0;22,8;70,6;
2024-09-04;0;23,7;79,1;
2024-09-05;0;24,3;80;
2024-09-06;0;23,3;82;
2024-09-07;0;24,1;75,2;
2024-09-08;0;24,6;71,8;
2024-09-09;0;24,6;68,5;
2024-09-10;0;24,7;65,3;
2024-09-11;0;24,7;65,3;
2024-09-12;0;24,7;68,3;
2024-09-13;0;24,8;64,9;
2024-09-14;0;25;64,9;
2024-09-15;0;23,1;81,5;
2024-09-16;0;24,6;72,1;
2024-09-17;8;22,2;75;
2024-09-18;2;22,2;66;
2024-09-19;0;23,5;61,3;
2024-09-20;0;24;70,3;
2024-09-21;0;24,8;72,2;
2024-09-22;0;24,5;71,5;
2024-09-23;0;25;67,5;
2024-09-24;0;24,9;67;
2024-09-25;0;24,9;70,1;
2024-09-26;0;24,9;68,5;
2024-09-27;0;25,2;65,3;
2024-09-28;0;22,6;79,3;
2024-09-29;0;22,8;68,5;
2024-09-30;0;23,4;73,8;
2024-10-01;0;24,9;73,8;
2024-10-02;0;25,3;65,5;
2024-10-03;0;24,2;77,9;
2024-10-04;6;22,5;94,4;
2024-10-05;15,2;22,3;67,2;
2024-10-06;0;21,9;53,5;
2024-10-07;0;22,6;56,2;
2024-10-08;0;23,3;66,2;
2024-10-09;0;24,6;86,8;
2024-10-10;1,8;22,7;77,9;
2024-10-11;9,8;22,7;92,1;
2024-10-12;5;25,2;80,6;
2024-10-13;2;22,5;87,8;
2024-10-14;0;23;66,3;
2024-10-15;0;23,2;63,6;
2024-10-16;0;24,6;66,9;
2024-10-17;0;24,1;80,5;
2024-10-18;0;23,9;85,3;
2024-10-19;2;23,3;93,8;
2024-10-20;7,8;22,6;null;
2024-10-21;35,2;23,8;83,8;
2024-10-22;8;25,3;77,2;
2024-10-23;0;26,2;73,5;
2024-10-24;0;26,2;70,8;
2024-10-25;3,2;26;78,1;
2024-10-26;0;27,1;76,5;
2024-10-27;3;21,9;90,3;
2024-10-28;2;22;83,5;
2024-10-29;4;21,4;93,2;
2024-10-30;13,8;23,9;73,8;
2024-10-31;2;23,9;79,4;
2024-11-01;0;24,1;78,4;
2024-11-02;0;25,4;77,3;
2024-11-03;1,4;25,5;74,4;
2024-11-04;3,2;25,4;74,8;
2024-11-05;5,2;23,8;85,6;
2024-11-06;1,4;25,5;75,5;
2024-11-07;0;25,6;73,9;
2024-11-08;0;25,3;72,5;
2024-11-09;35,2;21,8;null;
2024-11-10;6,6;22,3;80,1;
2024-11-11;0;23,4;71,4;
2024-11-12;0;25,8;67,6;
2024-11-13;5,8;22,9;86,6;
2024-11-14;10,6;21,2;null;
2024-11-15;10;23,7;80,1;
2024-11-16;0;25,3;79,3;
2024-11-17;0;24,9;75;
2024-11-18;0;25,9;73,9;
2024-11-19;0;26,4;71;
2024-11-20;0;24,4;79,8;
2024-11-21;0;25;89,3;
2024-11-22;0;23,8;81,9;
2024-11-23;0;23,2;66,7;
2024-11-24;1;21,8;80;
2024-11-25;3,8;23,4;65;
2024-11-26;0;24,8;56,9;
2024-11-27;0;25,9;65,3;
2024-11-28;0;26,4;69,8;
2024-11-29;0;24,7;82,7;
2024-11-30;4;25,1;82,6;
2024-12-01;8;25,1;85,1;
2024-12-02;2;27,2;75;
2024-12-03;0;26,7;73,9;
2024-12-04;2;26;83,6;
2024-12-05;2;25;81,5;
2024-12-06;0;26,7;64,6;
2024-12-07;0;27,3;64,6;
2024-12-08;0;26;76,5;
2024-12-09;0;26,6;79,1;
2024-12-10;10,4;25,9;75,3;
2024-12-11;39;23,5;79,6;
2024-12-12;6;23,6;79,4;
2024-12-13;0;24,9;71;
2024-12-14;0;26,3;70,8;
2024-12-15;11;25;84;
2024-12-16;6;26,6;79,9;
2024-12-17;2;24,1;86,5;
2024-12-18;8;24,2;83,3;
2024-12-19;0;25,1;83,5;
2024-12-20;0;27,1;75,6;
2024-12-21;0;26,4;74,7;
2024-12-22;0;26,4;75,4;
2024-12-23;12,2;23,7;null;
2024-12-24;8,8;23,2;null;
2024-12-25;4;25,6;71,8;
2024-12-26;0;26,6;70,3;
2024-12-27;0;26,6;70,6;
2024-12-28;2;25,7;79,4;
2024-12-29;22,8;24,1;null;
2024-12-30;19,8;23,2;null;
2024-12-31;8;24,8;78,8;

