Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-11-06;0;24,1;83,6;
2024-11-07;0;23,8;82;
2024-11-08;0;23;79,6;
2024-11-09;15,8;21,2;88,5;
2024-11-10;0;22,6;78;
2024-11-11;0;23,1;74,2;
2024-11-12;0;24,1;77,3;
2024-11-13;,4;21,9;89,3;
2024-11-14;36,8;22,3;77;
2024-11-15;13,2;24;85,5;
2024-11-16;,2;23,6;87,8;
2024-11-17;0;23,8;86,5;
2024-11-18;,2;24,5;84,5;
2024-11-19;0;24;84,8;
2024-11-20;0;25,1;83,1;
2024-11-21;0;23,8;85,9;
2024-11-22;4;22,7;83,2;
2024-11-23;8,6;21;86,2;
2024-11-24;3,8;22,2;79,1;
2024-11-25;2,4;23,1;74;
2024-11-26;0;24;71,8;
2024-11-27;0;24,5;78,4;
2024-11-28;0;24,6;82;
2024-11-29;0;23,8;81,4;
2024-11-30;0;24,6;86,5;
2024-12-01;0;25,2;82,6;
2024-12-02;0;25,3;83,8;
2024-12-03;0;25,2;83,1;
2024-12-04;42,6;23,3;89,4;
2024-12-05;34,2;22,6;91,3;
2024-12-06;,2;24,4;83,2;
2024-12-07;0;24,7;81,3;
2024-12-08;0;25;83,8;
2024-12-09;0;24,7;86,8;
2024-12-10;,4;24,7;86,8;
2024-12-11;2,4;24,2;77,4;
2024-12-12;,2;23,9;76,5;
2024-12-13;,2;24,3;77,4;
2024-12-14;0;24,5;82;
2024-12-15;1,8;25;76,8;
2024-12-16;0;26,4;71,1;
2024-12-17;23;24,8;82,2;
2024-12-18;,6;24,4;80,3;
2024-12-19;0;25;76,3;
2024-12-20;0;25,4;81,8;
2024-12-21;5,8;24,2;86;
2024-12-22;,2;24,8;84,9;
2024-12-23;,4;24,6;87;
2024-12-24;,4;24,3;83,4;
2024-12-25;1;24,8;84,1;
2024-12-26;0;24,9;79,4;
2024-12-27;0;25,2;80,2;
2024-12-28;2;25;86;
2024-12-29;0;24,3;88,3;
2024-12-30;,2;25;83,4;
2024-12-31;0;25,6;79,1;

