Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-06-08;0;16,4;76,1;
2024-06-09;0;16,6;80,4;
2024-06-10;0;18,1;73,4;
2024-06-11;0;16,6;74;
2024-06-12;0;15,8;73,8;
2024-06-13;0;15,3;73,2;
2024-06-14;0;16,6;71;
2024-06-15;0;16,7;70,3;
2024-06-16;0;16,5;71,6;
2024-06-17;0;16,8;71,6;
2024-06-18;0;16,5;69,8;
2024-06-19;0;16,6;70;
2024-06-20;0;16,4;69;
2024-06-21;0;15,8;70,2;
2024-06-22;0;16,8;71,1;
2024-06-23;0;17,9;70,7;
2024-06-24;0;18;74,7;
2024-06-25;0;19,2;77;
2024-06-26;0;20;76,5;
2024-06-27;0;18,6;78,3;
2024-06-28;0;19,6;77,4;
2024-06-29;0;19,2;76,2;
2024-06-30;0;17,7;81,9;
2024-07-01;6;15,6;87,8;
2024-07-02;15,8;17,1;87,7;
2024-07-03;2;19;80,5;
2024-07-04;0;20,4;72,5;
2024-07-05;0;19,6;69,4;
2024-07-06;0;17,3;76,8;
2024-07-07;0;17,5;78,8;
2024-07-08;0;17,6;79,8;
2024-07-09;0;18,8;81,5;
2024-07-10;2;19,4;80,7;
2024-07-11;0;20,1;73,1;
2024-07-12;0;17,7;81,7;
2024-07-13;0;18,6;80,1;
2024-07-14;0;19,3;74,8;
2024-07-15;0;16,7;76,2;
2024-07-16;0;17,8;75,6;
2024-07-17;0;17;80,7;
2024-07-18;0;17,2;74,5;
2024-07-19;0;15,9;74,9;
2024-07-20;0;14,5;77,5;
2024-07-21;0;15;77;
2024-07-22;0;15,3;70,9;
2024-07-23;0;13,6;73,9;
2024-07-24;0;13,4;71;
2024-07-25;0;14,4;71;
2024-07-26;0;15,6;68,5;
2024-07-27;0;16,4;67,1;
2024-07-28;0;18,2;66,3;
2024-07-29;0;19;67,4;
2024-07-30;0;18,1;74,7;
2024-07-31;0;17,6;72,2;
2024-08-01;0;17,8;73,5;
2024-08-02;0;15,7;70,1;
2024-08-03;0;17,9;75;
2024-08-04;0;19,9;74,7;
2024-08-05;0;17,7;72,4;
2024-08-06;0;18,7;67,4;
2024-08-07;0;17,8;63,6;
2024-08-08;0;18,1;65,3;
2024-08-09;0;19,2;67,7;
2024-08-10;8,8;15,4;83,6;
2024-08-11;10,2;13,5;75,7;
2024-08-12;0;14,1;71,3;
2024-08-13;0;13,4;61,6;
2024-08-14;0;12,5;71,6;
2024-08-15;0;15,8;69,7;
2024-08-16;0;18;66,1;
2024-08-17;0;18,1;61,4;
2024-08-18;0;18,1;65,1;
2024-08-19;0;18;61,7;
2024-08-20;0;19,9;60,1;
2024-08-21;0;18,2;70,5;
2024-08-22;0;19,2;66,8;
2024-08-23;0;21,3;62,3;
2024-08-24;0;21,8;66;
2024-08-25;0;17,6;77,1;
2024-08-26;22;13;81,9;
2024-08-27;0;14,7;68,5;
2024-08-28;0;17;67,3;
2024-08-29;0;15,5;72,8;
2024-08-30;0;16,7;66,8;
2024-08-31;0;17,6;67,6;
2024-09-01;0;19,1;68,3;
2024-09-02;0;18,6;69,8;
2024-09-03;0;20,6;73,3;
2024-09-04;0;20,6;67,5;
2024-09-05;0;20,6;70,7;
2024-09-06;0;20,9;74;
2024-09-07;0;21,3;72,5;
2024-09-08;0;21,6;68,3;
2024-09-09;0;20,7;69;
2024-09-10;0;20,4;61,8;
2024-09-11;0;21,1;55,2;
2024-09-12;0;21,1;56,6;
2024-09-13;0;21,6;57,3;
2024-09-14;0;22;53,6;
2024-09-15;0;21,4;65,3;
2024-09-16;0;21;73,8;
2024-09-17;0;18,8;72,9;
2024-09-18;0;18,5;74,4;
2024-09-19;0;20,7;64,3;
2024-09-20;0;22,7;65,1;
2024-09-21;0;23,1;66,6;
2024-09-22;12,2;21,3;78,8;
2024-09-23;2;22,3;70,3;
2024-09-24;0;22,9;68;
2024-09-25;0;22,5;66;
2024-09-26;0;23;62,7;
2024-09-27;0;23,7;60,2;
2024-09-28;0;20,7;67,3;
2024-09-29;0;21,7;59,7;
2024-09-30;0;21,9;64,3;
2024-10-01;0;24,3;59,3;
2024-10-02;0;24;57,7;
2024-10-03;0;22,9;70,3;
2024-10-04;4;19,9;78,2;
2024-10-05;0;19,7;71;
2024-10-06;0;21,3;59,7;
2024-10-07;0;19;67;
2024-10-08;0;21,1;65,7;
2024-10-09;0;21;73,3;
2024-10-10;6;20,2;84,2;
2024-10-11;3,6;21,2;81;
2024-10-12;0;24;71,2;
2024-10-13;2;22,7;66,5;
2024-10-14;0;21,8;68;
2024-10-15;0;20,9;61,8;
2024-10-16;0;21,3;65,7;
2024-10-17;6;21,7;74,4;
2024-10-18;0;23,3;69;
2024-10-19;3,8;20,7;83,8;
2024-10-20;45,8;18,4;89,9;
2024-10-21;26;21,4;85,8;
2024-10-22;2;23,9;70,1;
2024-10-23;0;24,7;70,7;
2024-10-24;0;22,9;80,3;
2024-10-25;43,8;24,1;76,5;
2024-10-26;0;25,2;71,8;
2024-10-27;0;21,5;74,1;
2024-10-28;0;20,1;76,5;
2024-10-29;0;22;73,8;
2024-10-30;7,8;22,6;72,5;
2024-10-31;0;21,5;70,2;
2024-11-01;0;22,2;68,5;
2024-11-02;0;23,7;68,4;
2024-11-03;0;24,1;68,1;
2024-11-04;0;22,7;75,3;
2024-11-05;5,8;21,9;81,4;
2024-11-06;0;23,4;70,7;
2024-11-07;0;24,4;67,8;
2024-11-08;3,4;23;79,4;
2024-11-09;33;20,7;82,3;
2024-11-10;2;20,5;71,5;
2024-11-11;0;21,9;71,4;
2024-11-12;0;23;75,8;
2024-11-13;1,8;19,9;85,2;
2024-11-14;21,8;19,8;80,4;
2024-11-15;13,8;21,2;83,8;
2024-11-16;15,4;20,3;89,7;
2024-11-17;17,2;21,2;81,3;
2024-11-18;2;23,1;73,7;
2024-11-19;0;23;76;
2024-11-20;0;24,5;75,5;
2024-11-21;45,8;22,9;79,1;
2024-11-22;0;22;76,5;
2024-11-23;4,2;20,5;81,8;
2024-11-24;3,6;19,9;75,5;
2024-11-25;0;20,6;70,5;
2024-11-26;0;21,7;69,4;
2024-11-27;0;24;66,1;
2024-11-28;0;25,8;64,8;
2024-11-29;0;24,8;72,8;
2024-11-30;0;25,3;76;
2024-12-01;0;null;null;
2024-12-02;0;null;null;
2024-12-03;8;null;null;
2024-12-04;14,4;null;null;
2024-12-05;10,4;null;null;
2024-12-06;8;null;null;
2024-12-07;0;null;null;
2024-12-08;0;null;null;
2024-12-09;0;null;null;
2024-12-10;20,4;null;null;
2024-12-11;31,4;null;null;
2024-12-12;0;null;null;
2024-12-13;1,8;null;null;
2024-12-14;0;null;null;
2024-12-15;14,4;null;null;
2024-12-16;3,6;null;null;
2024-12-17;17,8;null;null;
2024-12-18;2;23;73,6;
2024-12-19;0;null;null;
2024-12-20;4;null;null;
2024-12-21;2,6;null;null;
2024-12-22;7,2;null;null;
2024-12-23;32;null;null;
2024-12-24;0;null;null;
2024-12-25;0;null;null;
2024-12-26;8;null;null;
2024-12-27;15;null;null;
2024-12-28;11;null;null;
2024-12-29;2;null;null;
2024-12-30;2;null;null;
2024-12-31;1;22,9;78,2;

