Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-06-01;2;18;82;
2024-06-02;0;16,2;85;
2024-06-03;0;16,8;83,4;
2024-06-04;0;19,2;79;
2024-06-05;2;18,8;86,3;
2024-06-06;2;17,2;86,6;
2024-06-07;0;17;86;
2024-06-08;0;18,1;84,4;
2024-06-09;2;17,6;85,8;
2024-06-10;0;17,9;83,9;
2024-06-11;2;18,2;81,6;
2024-06-12;2;18;80,7;
2024-06-13;0;16,2;80,6;
2024-06-14;2;16,4;82,8;
2024-06-15;0;17,1;79,3;
2024-06-16;2;17;81,8;
2024-06-17;0;17,1;83,4;
2024-06-18;0;17,1;78,3;
2024-06-19;2;17,7;79;
2024-06-20;0;19;73,7;
2024-06-21;0;18,5;74,7;
2024-06-22;0;17,5;78,2;
2024-06-23;0;18,4;82,5;
2024-06-24;0;18,6;81,6;
2024-06-25;0;19,4;81,2;
2024-06-26;0;19,8;85,1;
2024-06-27;0;19,7;82,5;
2024-06-28;0;20,6;82,5;
2024-06-29;0;20,2;76,4;
2024-06-30;0;18;88,9;
2024-07-01;8,4;16,2;90,8;
2024-07-02;15,8;16,5;93,3;
2024-07-03;2;16,3;88,6;
2024-07-04;2;17,7;82;
2024-07-05;2;17,6;75;
2024-07-06;0;18;76,8;
2024-07-07;0;17,5;86,4;
2024-07-08;0;18,4;83,9;
2024-07-09;0;20,1;83;
2024-07-10;0;19,7;85;
2024-07-11;0;20,6;80,8;
2024-07-12;0;19,3;81,9;
2024-07-13;0;20,3;80,5;
2024-07-14;0;18,9;82,3;
2024-07-15;0;17,5;80,3;
2024-07-16;0;18,5;82,8;
2024-07-17;0;17;87,4;
2024-07-18;0;17,5;79,1;
2024-07-19;2;17,2;85,9;
2024-07-20;0;16,4;81,7;
2024-07-21;0;17;80,1;
2024-07-22;0;17;78,3;
2024-07-23;0;16,9;78,5;
2024-07-24;0;16,3;81;
2024-07-25;2;15,7;81,3;
2024-07-26;0;16,2;74,4;
2024-07-27;0;17,1;71,5;
2024-07-28;0;18,2;74,8;
2024-07-29;0;18,9;74,4;
2024-07-30;0;18,2;87;
2024-07-31;4;17;87,6;
2024-08-01;6;17,7;81,5;
2024-08-02;0;16,7;82,2;
2024-08-03;2;17,2;94,4;
2024-08-04;14,6;18,6;87,2;
2024-08-05;2;18,9;82;
2024-08-06;0;18,3;78,5;
2024-08-07;0;17,8;77,2;
2024-08-08;0;18,4;77,6;
2024-08-09;0;19,3;76,8;
2024-08-10;0;17,4;87,5;
2024-08-11;5,2;14,1;81,2;
2024-08-12;2;16,6;74;
2024-08-13;0;14,8;65,8;
2024-08-14;0;14,7;74,5;
2024-08-15;0;16,1;77,7;
2024-08-16;0;17,9;76;
2024-08-17;0;20;70,9;
2024-08-18;0;20,3;70,9;
2024-08-19;0;18,3;69,1;
2024-08-20;0;20,1;69,1;
2024-08-21;0;19,9;79;
2024-08-22;0;18,7;77,7;
2024-08-23;0;19,7;74;
2024-08-24;0;20,3;75,3;
2024-08-25;0;20,1;79,9;
2024-08-26;18,6;14,1;93,6;
2024-08-27;1,4;14,2;79,7;
2024-08-28;0;16,9;70,9;
2024-08-29;0;16,5;77,9;
2024-08-30;0;16,2;76;
2024-08-31;0;18,5;71,8;
2024-09-01;0;19,1;75,4;
2024-09-02;0;20,3;69,5;
2024-09-03;0;20,4;82;
2024-09-04;0;20,4;82,7;
2024-09-05;0;21,1;75,6;
2024-09-06;0;20,3;87,1;
2024-09-07;0;20,8;79;
2024-09-08;0;21,3;74,9;
2024-09-09;0;21,5;74,3;
2024-09-10;0;19,9;73,4;
2024-09-11;0;20,5;66,2;
2024-09-12;0;20,9;67,4;
2024-09-13;0;21,3;66,3;
2024-09-14;0;21,1;65,5;
2024-09-15;0;21,5;74,2;
2024-09-16;0;21,4;75,3;
2024-09-17;1,4;18,4;86,5;
2024-09-18;2;17,5;79,2;
2024-09-19;0;18,9;77,8;
2024-09-20;0;21,2;78,2;
2024-09-21;0;22,3;74,5;
2024-09-22;13,2;19,8;90,1;
2024-09-23;4;21,6;76,6;
2024-09-24;0;22,1;73,2;
2024-09-25;0;21,9;72,7;
2024-09-26;0;21,8;71,7;
2024-09-27;0;23,1;65,5;
2024-09-28;0;20,5;82,9;
2024-09-29;0;19,6;74,8;
2024-09-30;0;20,3;77,3;
2024-10-01;0;21,8;72,4;
2024-10-02;0;22,3;66,9;
2024-10-03;0;23,6;67,3;
2024-10-04;null;null;88,1;
2024-10-05;null;null;79;
2024-10-06;null;null;66,6;
2024-10-07;null;null;62,7;
2024-10-08;null;null;72,7;
2024-10-09;null;null;79,6;
2024-10-10;2;18,8;95,6;
2024-10-11;null;null;91,8;
2024-10-12;null;null;79,6;
2024-10-13;null;null;80;
2024-10-14;null;null;76,7;
2024-10-15;null;null;69,9;
2024-10-16;null;null;69,6;
2024-10-17;null;null;66,6;
2024-10-18;null;null;74,1;
2024-10-19;null;null;89,9;
2024-10-20;null;null;null;
2024-10-21;null;null;null;
2024-10-22;null;null;65,7;
2024-10-23;null;null;65,3;
2024-10-24;null;null;64,3;
2024-10-25;null;null;73,7;
2024-10-26;null;null;64,3;
2024-10-27;41,8;20,5;89,7;
2024-10-28;null;null;90,9;
2024-10-29;null;null;92,6;
2024-10-30;null;null;80,6;
2024-10-31;null;null;67,8;
2024-11-01;null;null;63;
2024-11-02;null;null;76,7;
2024-11-03;2;21,9;83,9;
2024-11-04;0;21,8;84,2;
2024-11-05;2;20,8;89,7;
2024-11-06;1,2;22,2;81,1;
2024-11-07;2;22,5;80,1;
2024-11-08;0;23,7;74,6;
2024-11-09;71,6;20,6;95,1;
2024-11-10;12,2;19,5;82,2;
2024-11-11;0;20;81,6;
2024-11-12;0;22,4;76,7;
2024-11-13;25,6;20,6;95,7;
2024-11-14;20,4;18,7;93,4;
2024-11-15;1,4;21,6;86,5;
2024-11-16;31,4;21,1;91;
2024-11-17;2,6;21,1;84,8;
2024-11-18;1;22;82,4;
2024-11-19;0;22,3;85,2;
2024-11-20;1,8;23,9;81,8;
2024-11-21;6,2;22,5;92,6;
2024-11-22;9,8;20,1;93,4;
2024-11-23;7,8;17,7;92,5;
2024-11-24;3;18,2;84,5;
2024-11-25;4,4;18,4;84,1;
2024-11-26;0;20,1;79,6;
2024-11-27;0;22,3;75,3;
2024-11-28;0;24,1;74,3;
2024-11-29;0;24,6;79,3;
2024-11-30;8;24,6;85,5;
2024-12-01;8;23,6;85,1;
2024-12-02;0;24,8;81,8;
2024-12-03;6,4;23,8;86,9;
2024-12-04;36,2;22,2;92,8;
2024-12-05;17,6;22,8;92,6;
2024-12-06;2;24,7;78,3;
2024-12-07;0;23,6;73,5;
2024-12-08;0;24,5;76,7;
2024-12-09;0;24,7;83,3;
2024-12-10;0;23,5;89,3;
2024-12-11;17,8;null;88,3;
2024-12-12;null;null;null;
2024-12-13;null;null;null;
2024-12-14;null;null;null;
2024-12-15;null;null;null;
2024-12-16;null;null;null;
2024-12-17;null;null;null;
2024-12-18;null;null;null;
2024-12-19;null;null;null;
2024-12-20;null;null;null;
2024-12-21;null;null;null;
2024-12-22;null;null;null;
2024-12-23;null;null;null;
2024-12-24;null;null;null;
2024-12-25;null;null;null;
2024-12-26;null;null;null;
2024-12-27;null;null;null;
2024-12-28;null;null;null;
2024-12-29;null;null;null;
2024-12-30;null;null;null;
2024-12-31;null;null;null;

