Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-03-09;31,8;27,2;81,4;
2024-03-10;1;26,8;83,5;
2024-03-11;1;26,8;75;
2024-03-12;0;25,1;79,5;
2024-03-13;0;25;80;
2024-03-14;0;25,6;77,7;
2024-03-15;0;27,9;73,7;
2024-03-16;0;28;76,3;
2024-03-17;0;29,1;74;
2024-03-18;0;28;78,5;
2024-03-19;0;28,1;78;
2024-03-20;0;28,3;75,3;
2024-03-21;0;30;69,6;
2024-03-22;0;26,8;80,3;
2024-03-23;61,8;22,9;90,9;
2024-03-24;40,6;23,1;89,7;
2024-03-25;3,4;25,1;81,3;
2024-03-26;2,2;23,6;88,2;
2024-03-27;17,2;23,2;88;
2024-03-28;1,2;23,4;91,3;
2024-03-29;21;24,9;88,2;
2024-03-30;1,4;25,3;84,9;
2024-03-31;,8;25,1;78;
2024-04-01;0;24,8;76,8;
2024-04-02;0;25,1;76,7;
2024-04-03;0;25,4;79;
2024-04-04;0;25,5;78,4;
2024-04-05;0;25,3;79,7;
2024-04-06;0;25,6;76,2;
2024-04-07;0;23,8;81,2;
2024-04-08;0;25,4;76;
2024-04-09;0;24,8;82;
2024-04-10;0;25,2;79,8;
2024-04-11;0;25,8;82,8;
2024-04-12;8;24,4;85,5;
2024-04-13;14,6;24,9;78,4;
2024-04-14;0;23,5;82,6;
2024-04-15;0;25,3;75;
2024-04-16;0;25,9;72,5;
2024-04-17;0;25,6;75,7;
2024-04-18;6,8;23;82,5;
2024-04-19;4;22,4;74,9;
2024-04-20;0;22,6;75,2;
2024-04-21;0;22,2;74,2;
2024-04-22;0;22,3;75,8;
2024-04-23;0;24,2;77,9;
2024-04-24;0;25,9;73;
2024-04-25;0;24,7;79,1;
2024-04-26;,4;24,1;80,5;
2024-04-27;0;24,3;74,6;
2024-04-28;0;25,8;72,9;
2024-04-29;0;25,5;78,1;
2024-04-30;0;25,8;77,5;
2024-05-01;0;25,6;78;
2024-05-02;0;26,9;71,7;
2024-05-03;0;26;76;
2024-05-04;0;26,3;76,3;
2024-05-05;0;24,1;78,4;
2024-05-06;,2;24,8;74,4;
2024-05-07;0;24,3;74,3;
2024-05-08;0;25,3;71,6;
2024-05-09;0;25,7;71,6;
2024-05-10;0;24,6;77;
2024-05-11;0;25,8;75,1;
2024-05-12;0;26,2;68,1;
2024-05-13;0;26,2;66,8;
2024-05-14;0;24,5;73,4;
2024-05-15;0;23,3;83,5;
2024-05-16;3,2;22,9;86;
2024-05-17;0;25,9;74,3;
2024-05-18;,2;24,9;74,2;
2024-05-19;0;24,7;79;
2024-05-20;0;24,7;77;
2024-05-21;1;23,8;81,5;
2024-05-22;2,2;23;79,1;
2024-05-23;0;23,3;77,5;
2024-05-24;,2;24,4;71,3;
2024-05-25;0;22,7;80,1;
2024-05-26;3,6;19,9;92,2;
2024-05-27;13,6;20,7;88,4;
2024-05-28;1,2;24,4;80,9;
2024-05-29;,4;21,3;81,3;
2024-05-30;0;20,2;70,3;
2024-05-31;0;19;79,4;
2024-06-01;0;20,4;80;
2024-06-02;0;21,2;72,3;
2024-06-03;0;20,5;76,6;
2024-06-04;0;21,9;79,6;
2024-06-05;0;20,8;87,6;
2024-06-06;0;20,2;83;
2024-06-07;0;21,4;80,9;
2024-06-08;0;21,7;84,2;
2024-06-09;0;21,1;81;
2024-06-10;0;21,1;78,3;
2024-06-11;0;21,2;74,7;
2024-06-12;0;20,1;78,9;
2024-06-13;0;20,2;79,2;
2024-06-14;0;19,6;74,9;
2024-06-15;0;20;74;
2024-06-16;0;20,3;74,6;
2024-06-17;0;20,7;72,9;
2024-06-18;0;20,1;71,6;
2024-06-19;0;20,4;73,1;
2024-06-20;0;20,8;68,3;
2024-06-21;0;20,2;74;
2024-06-22;0;21,6;72,8;
2024-06-23;0;24,7;58;
2024-06-24;0;22,6;69,3;
2024-06-25;0;22,7;75,7;
2024-06-26;0;23,7;76,6;
2024-06-27;0;22,3;79,9;
2024-06-28;0;24;78,5;
2024-06-29;0;23,2;76,1;
2024-06-30;null;19,4;88,5;
2024-07-01;null;18,4;88,7;
2024-07-02;null;19,7;86;
2024-07-03;0;21,7;80,1;
2024-07-04;0;22,8;74,6;
2024-07-05;0;22,9;73,3;
2024-07-06;0;20,8;80;
2024-07-07;0;21,8;79,2;
2024-07-08;0;20,3;86,5;
2024-07-09;0;20,9;85,5;
2024-07-10;0;21,5;86,7;
2024-07-11;0;22,6;83,7;
2024-07-12;0;22,2;84;
2024-07-13;0;22,1;79,8;
2024-07-14;0;22,1;81;
2024-07-15;0;21,4;80,6;
2024-07-16;0;20,5;79,8;
2024-07-17;0;20,9;80,7;
2024-07-18;0;20,6;78,5;
2024-07-19;0;20;74,5;
2024-07-20;0;18,2;78,1;
2024-07-21;0;20;76,8;
2024-07-22;0;null;74;
2024-07-23;null;null;76;
2024-07-24;0;20,2;72,2;
2024-07-25;0;19,9;75,4;
2024-07-26;0;20,4;69,6;
2024-07-27;0;20,9;70,2;
2024-07-28;0;23;66,8;
2024-07-29;0;21,1;77,1;
2024-07-30;0;20;81;
2024-07-31;0;20;83,6;
2024-08-01;0;21,5;70;
2024-08-02;0;19,8;76,1;
2024-08-03;0;21,4;78,6;
2024-08-04;0;23,1;74;
2024-08-05;0;22,2;77,9;
2024-08-06;0;22,5;76,8;
2024-08-07;0;23,1;68,7;
2024-08-08;0;23,6;64,2;
2024-08-09;0;21,6;75,9;
2024-08-10;0;18,2;90,7;
2024-08-11;0;17,2;77;
2024-08-12;0;17,6;74;
2024-08-13;0;17,7;58,8;
2024-08-14;0;17,8;73,3;
2024-08-15;0;19;80,1;
2024-08-16;0;20,7;77,8;
2024-08-17;0;21,9;67,1;
2024-08-18;0;21;70,7;
2024-08-19;0;21,5;65,2;
2024-08-20;0;22,1;61,8;
2024-08-21;0;23,6;67,8;
2024-08-22;0;22,9;63,7;
2024-08-23;0;24,4;47,3;
2024-08-24;0;23,6;73,8;
2024-08-25;0;20,6;84;
2024-08-26;0;16;90,6;
2024-08-27;0;17,9;66,8;
2024-08-28;0;19,5;69,5;
2024-08-29;0;19;74,3;
2024-08-30;0;20,5;69;
2024-08-31;null;null;69,1;
2024-09-01;0;22,6;71,6;
2024-09-02;0;21,4;61,8;
2024-09-03;0;22,3;76,5;
2024-09-04;0;22,5;76,4;
2024-09-05;0;23,1;70,4;
2024-09-06;0;23,6;73,6;
2024-09-07;0;24,7;71,9;
2024-09-08;0;23,4;70,2;
2024-09-09;0;23,5;64,6;
2024-09-10;0;23,8;63,2;
2024-09-11;0;24,2;59,1;
2024-09-12;0;24,6;59,6;
2024-09-13;0;25,3;57,4;
2024-09-14;0;24,9;59,7;
2024-09-15;0;23;76;
2024-09-16;0;24,2;72,1;
2024-09-17;0;20,7;82,4;
2024-09-18;0;20,7;60;
2024-09-19;0;22,5;67;
2024-09-20;0;25,1;67,4;
2024-09-21;0;25,6;70,8;
2024-09-22;0;24,4;74,6;
2024-09-23;0;24,8;59,7;
2024-09-24;0;25,3;67,1;
2024-09-25;0;25,2;66,3;
2024-09-26;0;25,8;58,2;
2024-09-27;0;24,8;70,5;
2024-09-28;0;21,7;85,3;
2024-09-29;0;22,2;75,7;
2024-09-30;0;23,6;69,7;
2024-10-01;null;27,1;59;
2024-10-02;null;26,4;64,7;
2024-10-03;null;24,7;74,3;
2024-10-04;null;21,1;null;
2024-10-05;null;21,2;60,4;
2024-10-06;null;20,8;66,5;
2024-10-07;null;23;59,5;
2024-10-08;null;21,8;79,1;
2024-10-09;null;23,1;79,2;
2024-10-10;null;21,7;88,9;
2024-10-11;null;23,8;79,2;
2024-10-12;null;25,8;73,2;
2024-10-13;null;24;73,9;
2024-10-14;null;22,7;75,9;
2024-10-15;null;21,6;71;
2024-10-16;null;23,1;72,9;
2024-10-17;null;24,2;71,1;
2024-10-18;null;23;82,8;
2024-10-19;null;21,5;null;
2024-10-20;null;21,6;null;
2024-10-21;null;23,6;83,4;
2024-10-22;null;25,6;73,2;
2024-10-23;null;26,9;62,2;
2024-10-24;null;25,7;79,9;
2024-10-25;null;27,6;64;
2024-10-26;null;28,9;65,5;
2024-10-27;null;22,8;84,4;
2024-10-28;null;21,4;86,5;
2024-10-29;null;21,8;85,3;
2024-10-30;null;23;73,2;
2024-10-31;null;22,7;73,5;
2024-11-01;null;23,7;66,9;
2024-11-02;null;24,7;77,3;
2024-11-03;null;25,9;74,1;
2024-11-04;null;25,7;73,9;
2024-11-05;null;25,5;71,3;
2024-11-06;null;26,8;66,7;
2024-11-07;null;27,8;62,1;
2024-11-08;null;26;75,9;
2024-11-09;null;22,9;82,7;
2024-11-10;null;23;71,2;
2024-11-11;null;23,1;71,3;
2024-11-12;null;25,1;72,6;
2024-11-13;null;22;93,8;
2024-11-14;null;21,2;82,1;
2024-11-15;null;23,2;83,9;
2024-11-16;null;23,9;null;
2024-11-17;null;23,9;81,4;
2024-11-18;null;25,1;69,8;
2024-11-19;null;24,9;73,1;
2024-11-20;null;26,1;73,2;
2024-11-21;null;24,8;81,3;
2024-11-22;null;22,2;null;
2024-11-23;null;20,5;91,5;
2024-11-24;null;21,8;69;
2024-11-25;null;22,7;65,3;
2024-11-26;null;24,2;67,3;
2024-11-27;null;26,6;63,2;
2024-11-28;null;28,4;63,3;
2024-11-29;null;26,4;77,3;
2024-11-30;null;26,2;73,2;
2024-12-01;null;25,8;82;
2024-12-02;null;28,8;66,5;
2024-12-03;null;26;85,5;
2024-12-04;null;23,5;99,3;
2024-12-05;null;24,3;85,1;
2024-12-06;null;28;71,8;
2024-12-07;null;28,1;57,1;
2024-12-08;null;27,4;72,2;
2024-12-09;null;27;81,8;
2024-12-10;null;25,8;82,2;
2024-12-11;null;23,4;84,3;
2024-12-12;null;23,3;75,7;
2024-12-13;null;24,6;73,5;
2024-12-14;null;26,7;70,9;
2024-12-15;null;26,1;78,9;
2024-12-16;null;27,9;74;
2024-12-17;null;25;82;
2024-12-18;null;24;84;
2024-12-19;null;24,7;83,9;
2024-12-20;null;28,1;73,3;
2024-12-21;null;25,4;87,8;
2024-12-22;null;26;89,2;
2024-12-23;null;23,9;95,3;
2024-12-24;null;23,6;90,2;
2024-12-25;null;26,9;67,2;
2024-12-26;null;27,1;80,1;
2024-12-27;null;26,3;85,9;
2024-12-28;null;26;78,1;
2024-12-29;null;24,1;null;
2024-12-30;null;24,8;78,9;
2024-12-31;null;25,2;68,7;

