Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-03-11;,2;25;79,4;
2024-03-12;0;24,3;80,5;
2024-03-13;0;24,8;80;
2024-03-14;0;25,8;79,7;
2024-03-15;0;26,3;79,6;
2024-03-16;0;27,4;78,4;
2024-03-17;0;28,7;72,4;
2024-03-18;0;27,1;77,6;
2024-03-19;6,6;26,4;84,2;
2024-03-20;9,6;25,5;84,8;
2024-03-21;3,8;27,3;79,7;
2024-03-22;0;24,3;87,4;
2024-03-23;8;20,6;88,3;
2024-03-24;2,6;21;91;
2024-03-25;0;22,9;85,5;
2024-03-26;9;21,8;89,6;
2024-03-27;9,8;21,3;90,8;
2024-03-28;2;21,8;92,6;
2024-03-29;7,2;23,3;91,3;
2024-03-30;5;23,7;88,1;
2024-03-31;4,6;22,6;83,6;
2024-04-01;0;23;79,6;
2024-04-02;0;23,1;84,4;
2024-04-03;,2;23,9;81,5;
2024-04-04;0;23,7;82,7;
2024-04-05;0;24,6;79,1;
2024-04-06;0;23,4;78,5;
2024-04-07;0;23;78,9;
2024-04-08;,2;23,2;79,9;
2024-04-09;0;24,3;80;
2024-04-10;,2;24,4;79,8;
2024-04-11;0;24,1;82,1;
2024-04-12;0;24,5;78,6;
2024-04-13;,4;23,8;80;
2024-04-14;0;23,1;79,7;
2024-04-15;0;24;77,6;
2024-04-16;0;25;72,9;
2024-04-17;0;24,9;76,7;
2024-04-18;1,8;21,6;85;
2024-04-19;0;20,4;77,5;
2024-04-20;0;21;76,3;
2024-04-21;0;21,2;78,3;
2024-04-22;,2;21,7;77;
2024-04-23;,2;22,2;77,7;
2024-04-24;0;22,8;75,1;
2024-04-25;0;23,3;80,3;
2024-04-26;0;23,9;82;
2024-04-27;0;23,8;76,5;
2024-04-28;0;24,5;76;
2024-04-29;0;23,4;78,9;
2024-04-30;,2;23,8;79,2;
2024-05-01;0;24,9;75,7;
2024-05-02;0;25,3;75,6;
2024-05-03;,2;24,7;77,3;
2024-05-04;0;23,4;77,2;
2024-05-05;,2;22,5;79,8;
2024-05-06;,2;23,4;76,8;
2024-05-07;0;23,8;76,6;
2024-05-08;0;24,2;69,8;
2024-05-09;0;23,5;72,7;
2024-05-10;0;23;78,3;
2024-05-11;0;23,1;79,8;
2024-05-12;,2;23,9;74,8;
2024-05-13;0;23,7;69,6;
2024-05-14;0;21,7;80,7;
2024-05-15;,2;21,8;84,6;
2024-05-16;,2;22,4;82,2;
2024-05-17;0;25,2;71,3;
2024-05-18;0;23,7;73,5;
2024-05-19;0;22,2;82,1;
2024-05-20;0;23,3;78,3;
2024-05-21;0;21,7;82,8;
2024-05-22;0;22,7;75,3;
2024-05-23;0;22,1;77,4;
2024-05-24;,2;22,8;73,3;
2024-05-25;0;19,7;84,2;
2024-05-26;0;18,1;91,2;
2024-05-27;26,4;19,1;91;
2024-05-28;,8;22,2;82,3;
2024-05-29;0;19,2;85;
2024-05-30;0;17,6;76,1;
2024-05-31;0;16;84,3;
2024-06-01;0;18,2;80,8;
2024-06-02;0;19,3;77,5;
2024-06-03;,2;19,6;77,2;
2024-06-04;0;18,9;85,9;
2024-06-05;,2;20;84,5;
2024-06-06;0;20;81;
2024-06-07;,2;18,4;82,6;
2024-06-08;,2;18,7;81,3;
2024-06-09;0;19,5;80,6;
2024-06-10;0;21,2;73,3;
2024-06-11;,2;18,6;79,6;
2024-06-12;,2;17,9;80,2;
2024-06-13;,2;19,4;72,4;
2024-06-14;0;20,3;66;
2024-06-15;0;20,3;69,4;
2024-06-16;0;19,6;72,1;
2024-06-17;,2;19,6;71,9;
2024-06-18;0;19,7;70,6;
2024-06-19;,2;19,1;71,8;
2024-06-20;0;18,3;72,5;
2024-06-21;,2;17,7;75,5;
2024-06-22;0;19,1;74,3;
2024-06-23;0;21,3;67;
2024-06-24;0;21,5;73,5;
2024-06-25;0;20,5;82;
2024-06-26;,2;22,5;78;
2024-06-27;0;20,2;84;
2024-06-28;0;22,2;78,7;
2024-06-29;0;20,6;81,5;
2024-06-30;,2;17,8;87,7;
2024-07-01;9,2;16,1;92,3;
2024-07-02;10;18;89,6;
2024-07-03;0;20,6;80,8;
2024-07-04;0;21,9;73;
2024-07-05;0;20,5;72;
2024-07-06;0;18,2;81;
2024-07-07;0;18,8;82,6;
2024-07-08;0;19;84,9;
2024-07-09;,2;19,9;84;
2024-07-10;1,4;20;85,4;
2024-07-11;,2;20,4;84,7;
2024-07-12;0;19,6;88,6;
2024-07-13;0;19,2;86,5;
2024-07-14;,2;20,9;75,1;
2024-07-15;0;18,6;82;
2024-07-16;0;19,8;78,1;
2024-07-17;0;19,6;78;
2024-07-18;0;18,7;80,9;
2024-07-19;0;18,6;80,5;
2024-07-20;0;16,7;82,6;
2024-07-21;0;18,1;79,3;
2024-07-22;,2;17,8;75,7;
2024-07-23;0;16,8;77,1;
2024-07-24;,2;16,6;78,1;
2024-07-25;,2;17,8;73,5;
2024-07-26;0;18,5;71;
2024-07-27;0;18,5;70,7;
2024-07-28;0;20,7;67,8;
2024-07-29;0;21,5;67,1;
2024-07-30;,6;18;86,3;
2024-07-31;2,4;19,1;77,5;
2024-08-01;0;18,9;77,8;
2024-08-02;,2;18,7;72,1;
2024-08-03;0;21,2;70;
2024-08-04;0;22,8;70,6;
2024-08-05;0;21,2;73,1;
2024-08-06;0;21,9;68,2;
2024-08-07;0;21,4;59,6;
2024-08-08;0;20,9;63,6;
2024-08-09;0;20,1;72,9;
2024-08-10;10,8;15,9;91,4;
2024-08-11;10,8;14,4;81,4;
2024-08-12;,2;15;75,9;
2024-08-13;0;13,3;74,3;
2024-08-14;,4;14,6;77,3;
2024-08-15;0;18,7;73,3;
2024-08-16;0;20,9;67,8;
2024-08-17;,2;20,3;64,6;
2024-08-18;0;20,2;64,5;
2024-08-19;0;21,3;60,6;
2024-08-20;0;22;59,5;
2024-08-21;0;21,5;69,2;
2024-08-22;0;22,1;65,4;
2024-08-23;0;25;50,1;
2024-08-24;0;23,3;68,1;
2024-08-25;0;17,9;84,2;
2024-08-26;18,2;13,8;83,5;
2024-08-27;0;15,6;70,8;
2024-08-28;0;18;70,8;
2024-08-29;0;17,7;74,1;
2024-08-30;0;20,4;64,9;
2024-08-31;0;19,3;71,5;
2024-09-01;0;22,2;67,3;
2024-09-02;0;20,9;69,4;
2024-09-03;0;22,1;75;
2024-09-04;0;22,3;73,1;
2024-09-05;0;22,5;73,4;
2024-09-06;0;21,4;78,7;
2024-09-07;0;23,1;73,5;
2024-09-08;0;24,9;65,5;
2024-09-09;0;24,5;62,6;
2024-09-10;0;25,2;53,2;
2024-09-11;0;26,1;42,1;
2024-09-12;0;26,5;39,1;
2024-09-13;0;26,8;40,3;
2024-09-14;0;25,9;41,2;
2024-09-15;0;21,9;73;
2024-09-16;0;22,5;74,6;
2024-09-17;0;18,5;83,4;
2024-09-18;,2;19,6;75,8;
2024-09-19;0;22,1;64,3;
2024-09-20;0;24,5;62;
2024-09-21;0;24,6;66,3;
2024-09-22;7,6;22,9;76,9;
2024-09-23;0;25,9;62,7;
2024-09-24;0;25,4;65,4;
2024-09-25;0;25,6;60,3;
2024-09-26;0;27,6;49,6;
2024-09-27;0;26,9;50,5;
2024-09-28;0;20,7;75,3;
2024-09-29;0;22,6;66,3;
2024-09-30;0;23,3;65,1;
2024-10-01;0;26,5;55,1;
2024-10-02;0;27,3;49,9;
2024-10-03;0;22,8;77,6;
2024-10-04;,2;20;86,2;
2024-10-05;,2;20,6;73;
2024-10-06;,2;21,9;63,8;
2024-10-07;0;19,9;67,5;
2024-10-08;0;22;66,7;
2024-10-09;0;21,1;79,5;
2024-10-10;1,4;20,5;91;
2024-10-11;2,8;22,1;81;
2024-10-12;15;24,6;73,4;
2024-10-13;0;22,8;72,4;
2024-10-14;0;22;72,5;
2024-10-15;0;22,8;60,3;
2024-10-16;0;22,8;66,4;
2024-10-17;5,2;21,5;79,3;
2024-10-18;0;23,6;73;
2024-10-19;0;20,8;88,2;
2024-10-20;46,6;18,8;93,3;
2024-10-21;16;22;86,4;
2024-10-22;0;25,5;66,8;
2024-10-23;0;26,6;66,8;
2024-10-24;,2;24;82,1;
2024-10-25;26,8;25,4;72,4;
2024-10-26;0;26,8;66,3;
2024-10-27;,2;20,9;81,5;
2024-10-28;,6;20,3;83;
2024-10-29;0;22,4;77,3;
2024-10-30;0;23;75,1;
2024-10-31;,2;22,5;71,4;
2024-11-01;0;24,2;67,7;
2024-11-02;0;25;70,2;
2024-11-03;0;24,9;71,2;
2024-11-04;1,8;22,9;84,1;
2024-11-05;7,2;22,8;81,8;
2024-11-06;0;24,8;70,3;
2024-11-07;0;25;73,2;
2024-11-08;16;23,6;83,8;
2024-11-09;45;20,8;87,3;
2024-11-10;,2;20,5;77;
2024-11-11;,2;23,2;70,4;
2024-11-12;0;24;74,6;
2024-11-13;6;20,2;89,5;
2024-11-14;17,4;19,5;84,6;
2024-11-15;11,8;21,9;86,7;
2024-11-16;36,4;21;92;
2024-11-17;21,4;22,5;77,5;
2024-11-18;0;24,3;74;
2024-11-19;0;23,6;78,2;
2024-11-20;0;25,2;74,8;
2024-11-21;21,2;23,1;84;
2024-11-22;0;21,9;82,7;
2024-11-23;1,8;20,2;87,4;
2024-11-24;,4;20,6;77,8;
2024-11-25;,2;22;72,1;
2024-11-26;0;23,7;66,4;
2024-11-27;0;26,7;61,1;
2024-11-28;0;28;61,2;
2024-11-29;0;24,9;78,1;
2024-11-30;0;25,7;78,5;
2024-12-01;0;25,9;74,6;
2024-12-02;0;26,6;72,8;
2024-12-03;5,2;25,2;84,5;
2024-12-04;5;22,2;89,5;
2024-12-05;8,2;22,6;89;
2024-12-06;1,4;27,7;66,6;
2024-12-07;0;26,5;59,8;
2024-12-08;0;26,1;76,6;
2024-12-09;0;24,9;82,1;
2024-12-10;33,8;23,7;88,9;
2024-12-11;28;21,7;82,5;
2024-12-12;1;22,1;77,3;
2024-12-13;,8;23,3;76,8;
2024-12-14;0;23,8;79,7;
2024-12-15;14,8;24,4;76,9;
2024-12-16;4,6;24,7;77,5;
2024-12-17;,2;23;78,9;
2024-12-18;2,2;23,3;77,5;
2024-12-19;0;24,3;77,3;
2024-12-20;0;25,1;77,9;
2024-12-21;0;23,5;85,1;
2024-12-22;0;23,3;90,8;
2024-12-23;0;23,9;84,7;
2024-12-24;0;23,2;79,9;
2024-12-25;,2;24,9;79,2;
2024-12-26;2;24,4;83,9;
2024-12-27;73,6;24,3;85,3;
2024-12-28;6,8;24,5;81,7;
2024-12-29;41;24,4;81,8;
2024-12-30;3,6;23,9;80,7;
2024-12-31;2;23,7;80,7;

