Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-09-15;0;17;79,8;
2024-09-16;0;18,2;78,9;
2024-09-17;3,2;14,3;87;
2024-09-18;4;14,7;79,8;
2024-09-19;0;16,9;74,8;
2024-09-20;0;18,5;74,7;
2024-09-21;0;18,9;78;
2024-09-22;52;17,6;79,5;
2024-09-23;4;18,7;75,8;
2024-09-24;4;18,7;73,6;
2024-09-25;2;18,7;67,3;
2024-09-26;0;19,2;68,2;
2024-09-27;0;21,1;60,5;
2024-09-28;2;15,5;87,6;
2024-09-29;0;17,6;70,9;
2024-09-30;0;17,4;75,1;
2024-10-01;0;19,7;68,6;
2024-10-02;2;20,2;61,8;
2024-10-03;0;18,2;82,3;
2024-10-04;8;16,5;88,4;
2024-10-05;2,4;14,6;84,9;
2024-10-06;0;15,7;79,6;
2024-10-07;0;16,3;79,8;
2024-10-08;0;19,1;69,7;
2024-10-09;2;17,3;84,5;
2024-10-10;2,6;16,9;87,5;
2024-10-11;4,8;17,6;86,6;
2024-10-12;1;19,9;78,3;
2024-10-13;4;17,4;83,5;
2024-10-14;2;17;82,7;
2024-10-15;0;16,7;66,8;
2024-10-16;2;17,9;71,8;
2024-10-17;6;17,7;81,3;
2024-10-18;2;18,9;83,3;
2024-10-19;0;18,3;87,3;
2024-10-20;33;16,4;88,6;
2024-10-21;15,6;18,1;87,3;
2024-10-22;3,8;19,8;76,3;
2024-10-23;2;20,7;76,5;
2024-10-24;0;21,1;75,9;
2024-10-25;8,6;21,5;73,9;
2024-10-26;0;21,8;73,3;
2024-10-27;12,4;17;87,6;
2024-10-28;4;16,6;82,8;
2024-10-29;2;17,5;84,8;
2024-10-30;7,4;17;83,7;
2024-10-31;4;15,7;81;
2024-11-01;2,8;17,5;77,3;
2024-11-02;2;19,4;73,9;
2024-11-03;0;20,5;69,8;
2024-11-04;0;19,3;77;
2024-11-05;6,2;18,1;83,7;
2024-11-06;1,4;19,5;77,3;
2024-11-07;2;20,7;72,7;
2024-11-08;0;19,7;81,3;
2024-11-09;101,6;16,8;88,4;
2024-11-10;7,4;15,7;84,8;
2024-11-11;0;17,9;75,8;
2024-11-12;2;20,3;74,4;
2024-11-13;3,6;17;88,5;
2024-11-14;23,8;15,8;87,3;
2024-11-15;2,8;18,9;81,1;
2024-11-16;6,2;17,9;83,8;
2024-11-17;3,4;17,2;79,4;
2024-11-18;4;19,1;78,7;
2024-11-19;10,8;19,4;82,3;
2024-11-20;4;21,1;78,2;
2024-11-21;20,4;18,7;89,5;
2024-11-22;12,8;17,9;85,5;
2024-11-23;1,6;16,2;86,8;
2024-11-24;22;15,5;82,2;
2024-11-25;6,2;15,8;79,7;
2024-11-26;2;18,5;69,4;
2024-11-27;0;20;68,9;
2024-11-28;2;21,4;70,6;
2024-11-29;1;20,6;80;
2024-11-30;20,4;20,6;84,5;
2024-12-01;11;20,8;83,3;
2024-12-02;0;22,6;76,5;
2024-12-03;12,8;21,2;83,1;
2024-12-04;12;19,2;87,2;
2024-12-05;7,2;20,4;81,7;
2024-12-06;0;22,4;67,9;
2024-12-07;0;21,3;62,3;
2024-12-08;0;21,3;74,6;
2024-12-09;0;22,5;78,3;
2024-12-10;16,6;20,2;84,4;
2024-12-11;46,2;17;83,7;
2024-12-12;4;16,9;81,3;
2024-12-13;2;18,8;77,5;
2024-12-14;1,8;19;84;
2024-12-15;20;20;77;
2024-12-16;0;22,2;69,8;
2024-12-17;9;19,2;85,5;
2024-12-18;13,2;17,8;84,3;
2024-12-19;8;20,3;80,3;
2024-12-20;0;21,6;78,3;
2024-12-21;1,4;20,2;78,2;
2024-12-22;3;19,7;87,8;
2024-12-23;11,8;19;89,2;
2024-12-24;5,2;18,9;82,1;
2024-12-25;4;20;82,5;
2024-12-26;7;20,1;84,7;
2024-12-27;21,2;20,2;85,1;
2024-12-28;22,2;20,2;83,7;
2024-12-29;23,6;19;86,7;
2024-12-30;5,8;18,9;82,1;
2024-12-31;6;18,7;80,3;

