Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-08-20;0;20,8;67,9;
2024-08-21;0;20,8;71,5;
2024-08-22;0;21;70,5;
2024-08-23;0;22,2;61,7;
2024-08-24;0;21,3;76,1;
2024-08-25;5,6;16,6;91,4;
2024-08-26;14,6;12,8;81,1;
2024-08-27;0;13,9;73,3;
2024-08-28;,2;16,9;74,3;
2024-08-29;0;17,1;77,2;
2024-08-30;0;19,6;69,9;
2024-08-31;0;19,4;72,9;
2024-09-01;0;22,3;66,5;
2024-09-02;0;19,4;76,7;
2024-09-03;,2;20,3;82,2;
2024-09-04;0;21,7;77,8;
2024-09-05;0;21;79,8;
2024-09-06;,2;20;84,9;
2024-09-07;0;22,4;78,5;
2024-09-08;0;23,8;73;
2024-09-09;0;23,8;66,9;
2024-09-10;0;24,1;61;
2024-09-11;0;24,2;55;
2024-09-12;0;23,9;53,4;
2024-09-13;0;24,1;56,1;
2024-09-14;0;23,9;50,5;
2024-09-15;0;21,9;70,9;
2024-09-16;0;21,6;76;
2024-09-17;0;18,4;76,9;
2024-09-18;,4;18,5;81,3;
2024-09-19;0;20,5;74,5;
2024-09-20;,2;22,8;71;
2024-09-21;0;23,4;71,3;
2024-09-22;1;23,5;73;
2024-09-23;,2;24,6;67,8;
2024-09-24;0;24,6;68,7;
2024-09-25;0;25;63,3;
2024-09-26;0;25,7;59,1;
2024-09-27;0;24,1;65,4;
2024-09-28;null;20,1;74,4;
2024-09-29;0;20,8;73,3;
2024-09-30;0;23;66,3;
2024-10-01;0;26,1;56,3;
2024-10-02;0;25,4;59,3;
2024-10-03;0;22,7;74,9;
2024-10-04;1,4;18,9;85,3;
2024-10-05;,2;18,9;78,7;
2024-10-06;0;20,3;70,3;
2024-10-07;0;19,8;68,3;
2024-10-08;0;21,2;70,3;
2024-10-09;0;20,6;79,3;
2024-10-10;2,6;19,7;92;
2024-10-11;,8;22,4;78,2;
2024-10-12;4;23,6;76,1;
2024-10-13;null;null;76,6;
2024-10-14;0;19,9;81,4;
2024-10-15;0;21,6;65,5;
2024-10-16;0;21;76;
2024-10-17;3,2;21,3;80,8;
2024-10-18;0;21,6;78,4;
2024-10-19;0;19,6;88,8;
2024-10-20;75,2;18,2;93,7;
2024-10-21;10,4;20,7;89,8;
2024-10-22;0;24,7;73,8;
2024-10-23;0;25,5;71,7;
2024-10-24;null;null;86,8;
2024-10-25;14,4;23,8;79;
2024-10-26;0;24,7;75,3;
2024-10-27;2;19,5;85;
2024-10-28;,2;18,9;85,9;
2024-10-29;0;21;82,2;
2024-10-30;0;21,4;80;
2024-10-31;0;21,1;73,6;
2024-11-01;null;null;70,8;
2024-11-02;null;null;72;
2024-11-03;0;23,9;73,3;
2024-11-04;1,2;21,7;88,1;
2024-11-05;7,4;22,3;84,5;
2024-11-06;3;24,1;74,1;
2024-11-07;0;24,3;76,1;
2024-11-08;10;23;82,8;
2024-11-09;29;19,8;88,9;
2024-11-10;,2;19,3;79,4;
2024-11-11;0;22,2;72,8;
2024-11-12;0;null;72,8;
2024-11-13;6,8;19,4;89,1;
2024-11-14;11,4;18,2;87,5;
2024-11-15;2,2;20,5;90,2;
2024-11-16;84,2;20,1;92,9;
2024-11-17;null;21,7;81,9;
2024-11-18;2,2;23,3;77,9;
2024-11-19;0;23,4;79,5;
2024-11-20;0;24,1;78;
2024-11-21;0;23,4;79,3;
2024-11-22;1,2;20,6;86,6;
2024-11-23;5,6;18,8;89,9;
2024-11-24;1,8;18,5;86,1;
2024-11-25;,6;20,8;74,7;
2024-11-26;0;23;70,6;
2024-11-27;0;25,8;65,7;
2024-11-28;0;27;62,4;
2024-11-29;0;23,8;84,5;
2024-11-30;2,6;24,4;84,1;
2024-12-01;0;24,5;79,9;
2024-12-02;,2;24,8;81,7;
2024-12-03;16,2;23,5;90,9;
2024-12-04;2,4;21,9;86,5;
2024-12-05;4,2;21,2;91,8;
2024-12-06;2;26,5;70,6;
2024-12-07;0;26,2;63,4;
2024-12-08;0;25,4;76,5;
2024-12-09;null;null;80,3;
2024-12-10;4,8;23,5;87,7;
2024-12-11;18,6;20,7;80,1;
2024-12-12;null;null;78,5;
2024-12-13;0;22,6;77,4;
2024-12-14;null;null;80;
2024-12-15;3,8;23,2;80,4;
2024-12-16;,2;23,9;78,8;
2024-12-17;0;22,7;78;
2024-12-18;,2;21,7;79,4;
2024-12-19;0;23,3;79,1;
2024-12-20;0;25;75,4;
2024-12-21;2;22,5;90,5;
2024-12-22;29,6;23,2;88,5;
2024-12-23;1,6;22,6;85,8;
2024-12-24;4,8;21,7;85,1;
2024-12-25;,4;24,6;78,6;
2024-12-26;0;23,8;86,5;
2024-12-27;19,6;23,2;90,1;
2024-12-28;23,4;23,5;82,5;
2024-12-29;0;23,3;83,7;
2024-12-30;0;22,9;83,1;
2024-12-31;3,6;22,3;84,2;

