Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-10-14;,6;13,7;92,5;
2024-10-15;,4;13,4;94;
2024-10-16;,2;15,9;97,8;
2024-10-17;2;17,7;null;
2024-10-18;0;17,2;null;
2024-10-19;5,8;14,3;null;
2024-10-20;42,4;12,8;null;
2024-10-21;15,2;14,2;null;
2024-10-22;2,8;15,8;null;
2024-10-23;0;17,1;null;
2024-10-24;,2;16,7;null;
2024-10-25;35,2;16,6;null;
2024-10-26;0;18,9;null;
2024-10-27;5,8;13,2;null;
2024-10-28;,8;13,3;null;
2024-10-29;,2;14,4;null;
2024-10-30;,6;13,4;null;
2024-10-31;,2;13;null;
2024-11-01;,2;15,1;null;
2024-11-02;,2;15,8;null;
2024-11-03;0;15,3;null;
2024-11-04;,2;14,4;null;
2024-11-05;7,4;14,1;null;
2024-11-06;3,2;14,4;null;
2024-11-07;,2;15,4;null;
2024-11-08;5,4;15;null;
2024-11-09;62,8;13,3;null;
2024-11-10;7,8;11,4;null;
2024-11-11;,4;15,4;null;
2024-11-12;0;16,6;null;
2024-11-13;2,8;13,6;null;
2024-11-14;20,4;13,3;null;
2024-11-15;13,2;13,9;null;
2024-11-16;25;13,1;null;
2024-11-17;20,4;13,8;null;
2024-11-18;0;15,2;null;
2024-11-19;,2;16,6;null;
2024-11-20;,2;18,1;null;
2024-11-21;32,4;15,3;null;
2024-11-22;19,8;13,8;null;
2024-11-23;8,8;12,8;null;
2024-11-24;8,2;11,3;null;
2024-11-25;1,2;12,4;null;
2024-11-26;0;14,9;null;
2024-11-27;,2;18,1;null;
2024-11-28;0;19,8;null;
2024-11-29;0;18,1;null;
2024-11-30;,6;17,5;null;
2024-12-01;,6;17,3;null;
2024-12-02;,2;18,2;null;
2024-12-03;4,2;17,2;null;
2024-12-04;7,8;15,4;null;
2024-12-05;13,8;16;null;
2024-12-06;1;18,4;null;
2024-12-07;0;20,2;null;
2024-12-08;0;19,8;null;
2024-12-09;0;18,2;null;
2024-12-10;18,4;16,2;null;
2024-12-11;48,6;12,5;null;
2024-12-12;5;12,8;null;
2024-12-13;2;14,4;null;
2024-12-14;,4;14,8;null;
2024-12-15;9,4;14,8;null;
2024-12-16;4;16,2;null;
2024-12-17;14,4;15,6;null;
2024-12-18;1,2;14,3;null;
2024-12-19;1,4;16,3;null;
2024-12-20;,2;16,6;null;
2024-12-21;3,8;15,3;null;
2024-12-22;25,2;15,9;null;
2024-12-23;17;16;null;
2024-12-24;9,8;14,9;null;
2024-12-25;2,4;15,3;null;
2024-12-26;2,4;15,7;null;
2024-12-27;25,6;15,8;null;
2024-12-28;17,2;16,3;null;
2024-12-29;2,6;15,7;null;
2024-12-30;15,8;14,9;null;
2024-12-31;2,6;15,6;null;

