Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-03-11;2;27,3;80,1;
2024-03-12;1;26,1;84;
2024-03-13;0;26,5;71,4;
2024-03-14;0;27,7;73;
2024-03-15;0;29,2;72,9;
2024-03-16;0;30,9;69,8;
2024-03-17;0;31,2;67,8;
2024-03-18;0;29,1;76,2;
2024-03-19;0;28,9;82,5;
2024-03-20;1,2;29,1;79,2;
2024-03-21;0;31,6;64,8;
2024-03-22;1,2;26,3;88,8;
2024-03-23;71;24,5;80,7;
2024-03-24;4,6;23;97;
2024-03-25;16,2;25,2;84;
2024-03-26;7,6;24;92,5;
2024-03-27;13;23,4;93;
2024-03-28;6;23,8;96,8;
2024-03-29;4,2;25,1;94,3;
2024-03-30;6;26,2;84,7;
2024-03-31;4;25,9;84;
2024-04-01;0;25,5;79,4;
2024-04-02;0;26,1;74,3;
2024-04-03;0;26,2;78;
2024-04-04;0;26,2;80,3;
2024-04-05;0;26,5;78,7;
2024-04-06;0;26;77,7;
2024-04-07;0;25,6;80;
2024-04-08;0;26,5;77,5;
2024-04-09;0;26,6;81,4;
2024-04-10;0;26,4;79,6;
2024-04-11;0;26,8;84,3;
2024-04-12;0;26;81,7;
2024-04-13;0;26,8;72,8;
2024-04-14;0;25,9;75,5;
2024-04-15;0;26,6;68,2;
2024-04-16;0;27,8;68,3;
2024-04-17;0;27,5;69,7;
2024-04-18;1,2;24;79,1;
2024-04-19;6;23,2;66,5;
2024-04-20;0;23,2;69,2;
2024-04-21;0;24;65,8;
2024-04-22;0;24,7;67,3;
2024-04-23;0;26,5;68,3;
2024-04-24;0;27,5;67;
2024-04-25;0;26,2;76,3;
2024-04-26;0;25,9;70,5;
2024-04-27;0;26,6;66,5;
2024-04-28;0;28,7;66;
2024-04-29;0;27,4;74,1;
2024-04-30;0;27,7;73,8;
2024-05-01;0;28,9;68,8;
2024-05-02;0;29,8;64,4;
2024-05-03;0;27,3;71,4;
2024-05-04;0;27,1;77,1;
2024-05-05;0;27,3;71;
2024-05-06;0;26,8;71,2;
2024-05-07;0;27,5;64,4;
2024-05-08;0;28,1;60,8;
2024-05-09;0;28,9;58,3;
2024-05-10;0;27;71,3;
2024-05-11;0;27,5;69,6;
2024-05-12;0;28,7;57,7;
2024-05-13;0;29,1;52,1;
2024-05-14;0;26,3;73,1;
2024-05-15;0;23,1;90,3;
2024-05-16;8;24;85,5;
2024-05-17;0;27,6;68,5;
2024-05-18;0;26,3;69,2;
2024-05-19;0;25,7;81,5;
2024-05-20;0;25,6;79,6;
2024-05-21;8,8;24,3;77,8;
2024-05-22;0;24,5;77,3;
2024-05-23;0;25,3;72,4;
2024-05-24;0;26;70,2;
2024-05-25;0;23,8;78,5;
2024-05-26;10;20,2;95,8;
2024-05-27;14;20,8;93,2;
2024-05-28;1;24,1;82,3;
2024-05-29;4;21,9;75;
2024-05-30;2;21,7;62,8;
2024-05-31;4,8;20,7;78;
2024-06-01;0;21,9;77,6;
2024-06-02;0;22,5;71;
2024-06-03;0;22,5;72,3;
2024-06-04;0;22,8;81,4;
2024-06-05;2,6;22,1;84,9;
2024-06-06;0;21,9;81,3;
2024-06-07;0;22,8;78,7;
2024-06-08;0;23;83,3;
2024-06-09;0;23,1;78,1;
2024-06-10;0;23,7;72,2;
2024-06-11;0;24;66,1;
2024-06-12;0;23,4;70,1;
2024-06-13;0;23,3;69,2;
2024-06-14;0;23,4;61,2;
2024-06-15;0;24,3;55,5;
2024-06-16;0;24;61,1;
2024-06-17;0;24,5;56,2;
2024-06-18;0;24,4;53;
2024-06-19;0;24,1;56,6;
2024-06-20;0;23,8;56,9;
2024-06-21;0;23,3;62,7;
2024-06-22;0;25,1;63;
2024-06-23;0;25,8;52,7;
2024-06-24;0;25,9;53,6;
2024-06-25;0;25,1;71,9;
2024-06-26;0;25,5;71,5;
2024-06-27;0;24,1;73,4;
2024-06-28;2;25,1;72,8;
2024-06-29;0;24,6;72,7;
2024-06-30;9,2;19,7;91;
2024-07-01;5,6;18,7;93,1;
2024-07-02;14,8;20,8;84,4;
2024-07-03;2;22,6;77,5;
2024-07-04;0;25,3;61,3;
2024-07-05;0;24,3;70,6;
2024-07-06;0;22,8;74,3;
2024-07-07;0;23;75,6;
2024-07-08;0;22,1;78,5;
2024-07-09;0;21,4;86,6;
2024-07-10;3;22,2;86,3;
2024-07-11;6,4;22;91,3;
2024-07-12;0;22,5;88,7;
2024-07-13;10,4;20,8;95,9;
2024-07-14;4;21,9;85,9;
2024-07-15;2;21,2;82,3;
2024-07-16;0;21,3;80,3;
2024-07-17;0;21,9;75;
2024-07-18;0;20,8;82,3;
2024-07-19;0;21,2;73,9;
2024-07-20;0;19,9;79,6;
2024-07-21;0;21;76,6;
2024-07-22;0;20,4;82,4;
2024-07-23;0;20,9;75,8;
2024-07-24;0;20,5;78,9;
2024-07-25;0;22;69,5;
2024-07-26;0;22,7;62,5;
2024-07-27;0;22,9;61;
2024-07-28;0;24,6;61,5;
2024-07-29;0;22,5;75,3;
2024-07-30;0;20,5;82,4;
2024-07-31;16,4;21;78,3;
2024-08-01;2;22,1;69,1;
2024-08-02;0;22;64,5;
2024-08-03;0;22,7;72,8;
2024-08-04;0;24,6;69,2;
2024-08-05;0;25;65,4;
2024-08-06;0;25,8;65,2;
2024-08-07;0;26,3;52,9;
2024-08-08;0;26,8;48;
2024-08-09;0;24;74;
2024-08-10;21,4;18,5;93,2;
2024-08-11;21,4;18,8;68,9;
2024-08-12;2;18,8;71,5;
2024-08-13;0;18,1;54,3;
2024-08-14;0;18,4;70,8;
2024-08-15;0;21,4;73;
2024-08-16;0;23,1;71,7;
2024-08-17;0;24,1;71,8;
2024-08-18;2;23,9;70,9;
2024-08-19;0;25,4;58,5;
2024-08-20;0;23,2;67,3;
2024-08-21;0;23,7;65,6;
2024-08-22;0;25,3;65,6;
2024-08-23;0;28,2;46,9;
2024-08-24;0;24,6;69;
2024-08-25;0;21;77,1;
2024-08-26;37,4;16,5;85,3;
2024-08-27;0;17,8;69,2;
2024-08-28;2;20,3;64,8;
2024-08-29;0;21,2;68,4;
2024-08-30;0;21,9;67;
2024-08-31;0;21,7;76,6;
2024-09-01;0;24,3;69,7;
2024-09-02;0;23,2;72,5;
2024-09-03;0;23,2;68,7;
2024-09-04;0;24,4;71,2;
2024-09-05;0;23,6;78;
2024-09-06;0;23;80,3;
2024-09-07;0;24,4;79;
2024-09-08;0;25,8;70,2;
2024-09-09;0;26,6;63,6;
2024-09-10;0;26,6;58,1;
2024-09-11;0;28,8;46;
2024-09-12;0;29,6;41,9;
2024-09-13;0;28,6;45,2;
2024-09-14;0;27;51,5;
2024-09-15;0;24,5;69,2;
2024-09-16;0;24,1;73,4;
2024-09-17;1,8;21,3;79,8;
2024-09-18;8;22,2;68,4;
2024-09-19;0;23,9;59,5;
2024-09-20;0;26,1;61,9;
2024-09-21;0;26,4;66;
2024-09-22;0;26,2;66,8;
2024-09-23;0;27,2;63,7;
2024-09-24;0;27,8;56;
2024-09-25;0;28,4;55,5;
2024-09-26;0;29,3;52,4;
2024-09-27;0;26;68,9;
2024-09-28;1,2;22,9;71,3;
2024-09-29;6;23,8;64,1;
2024-09-30;0;25,3;60,7;
2024-10-01;0;29,2;48;
2024-10-02;0;28,2;52;
2024-10-03;0;25,3;71,4;
2024-10-04;14,2;21,4;95,8;
2024-10-05;11,4;21,7;75,3;
2024-10-06;0;22,5;53,9;
2024-10-07;0;23,3;55;
2024-10-08;0;24;62,5;
2024-10-09;0;24,1;79,1;
2024-10-10;8;22,8;79,3;
2024-10-11;0;25,5;64,7;
2024-10-12;0;27,1;62,3;
2024-10-13;0;24,7;66,8;
2024-10-14;0;23,6;61,2;
2024-10-15;0;24,2;54,9;
2024-10-16;0;25,2;58,5;
2024-10-17;0;24,4;66,3;
2024-10-18;0;24,3;74,3;
2024-10-19;0;22,2;85;
2024-10-20;34,6;21,2;96,9;
2024-10-21;5,8;23,6;88,2;
2024-10-22;1,2;26,9;70,2;
2024-10-23;0;27,2;70,5;
2024-10-24;0;26,2;77;
2024-10-25;15;28,6;64;
2024-10-26;2;29;61,8;
2024-10-27;11,8;22,9;80,7;
2024-10-28;1;21,8;85,1;
2024-10-29;6,8;23,2;74,7;
2024-10-30;0;24,5;64,8;
2024-10-31;0;23,8;71;
2024-11-01;0;25,1;71,5;
2024-11-02;0;26,7;66,1;
2024-11-03;0;27;66,3;
2024-11-04;0;26,4;68;
2024-11-05;0;27,3;62,3;
2024-11-06;0;28,7;56,1;
2024-11-07;0;29,7;53,4;
2024-11-08;0;27,5;65,4;
2024-11-09;35,4;23;83,5;
2024-11-10;0;23;71,6;
2024-11-11;0;25,4;59,3;
2024-11-12;0;27;57,8;
2024-11-13;6;22,2;93,6;
2024-11-14;25,4;21,8;78;
2024-11-15;9,6;23,3;85,6;
2024-11-16;15,4;23,3;97;
2024-11-17;8,8;24,8;80,8;
2024-11-18;0;26,3;72,3;
2024-11-19;0;25,5;75,7;
2024-11-20;0;26,3;72,5;
2024-11-21;1;24,8;83,9;
2024-11-22;3,4;23,5;81,3;
2024-11-23;2;21,8;81,3;
2024-11-24;2;22,7;69,5;
2024-11-25;0;24,1;62;
2024-11-26;0;26,8;55,1;
2024-11-27;0;30,2;49,4;
2024-11-28;0;32,1;47,4;
2024-11-29;0;27,2;65,3;
2024-11-30;0;27,1;76;
2024-12-01;0;26,8;74,5;
2024-12-02;0;29,6;63,3;
2024-12-03;6;27;76,1;
2024-12-04;30,6;23,3;96,8;
2024-12-05;14;23,2;93;
2024-12-06;3,6;28,8;74,2;
2024-12-07;0;30,6;48,5;
2024-12-08;0;28;68,9;
2024-12-09;0;27,3;72,8;
2024-12-10;6;26,9;81,8;
2024-12-11;15,6;24,5;74,7;
2024-12-12;4;24,6;68,4;
2024-12-13;2;26,1;63;
2024-12-14;0;27,5;63,8;
2024-12-15;2;28,2;66,9;
2024-12-16;0;29,9;56,2;
2024-12-17;5;25,9;75,5;
2024-12-18;0;25,5;68,8;
2024-12-19;0;26,5;65,6;
2024-12-20;0;28,4;66,3;
2024-12-21;23,4;26,7;78,6;
2024-12-22;0;26,5;81,3;
2024-12-23;7;25,2;85,4;
2024-12-24;2,6;24,8;83,3;
2024-12-25;2;27,4;76,5;
2024-12-26;0;28,2;71,1;
2024-12-27;3,8;26,9;81,9;
2024-12-28;10;26,1;82;
2024-12-29;0;26,4;79,6;
2024-12-30;2;26,2;78,4;
2024-12-31;0;26,4;75;

